Host,SSL,Port,GET uri,POST uri,User Agent,Watermark
145.239.41.219,True,443,"145.239.41.219,/pixel.gif",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ESES),305419896
23.106.223.151,True,443,"foxreps.com,/us/ky/louisville/312-s-fourth-st.html,novause.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
3.22.101.152,True,443,"d6qg530ok85uj.cloudfront.net,/safebrowsing/fp/X5dYOhqFrKn95vdkmSCHODPEuY9",/safebrowsing/fp/Xtsuqd9wDd34nVxGbIiRlzzODKYweAye7kEob,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",793967405
175.24.113.235,True,443,"175.24.113.235,/ca",/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),305419896
47.110.90.89,True,443,"47.110.90.89,/cx",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; MANM),305419896
198.44.97.181,True,443,"198.44.97.180,/push",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB),305419896
156.226.191.236,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
64.73.162.13,True,443,"www.edocushare.com,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,1442092370
199.127.63.73,True,443,"eyedm.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
159.138.58.45,True,443,"159.138.58.45,/cm",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MASP),305419896
172.93.105.2,True,443,"https://fixval.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",1580103814
46.161.27.220,True,443,"46.161.27.220,/ptj",/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),0
45.128.156.102,True,443,"mixdir.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
142.54.188.26,True,443,"agturnfa.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books",/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
159.138.147.229,True,443,"159.138.147.229,/__utm.gif",/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.2; .NET4.0C),0
31.44.184.174,True,443,"31.44.184.174,/ptj",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),0
23.106.215.40,True,443,"cuphq.com,/visit.js,104.243.41.123,/fwlink",/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; Avant Browser),0
185.232.52.137,True,443,"185.232.52.137,/g.pixel",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0),16777216
68.183.210.191,True,443,"68.183.210.191,/c/msdownload/update/others/2016/12/29136388_",/c/msdownload/update/others/2016/12/3215234_,Windows-Update-Agent/10.0.10011.16384 Client-Protocol/1.40,302560822
47.95.37.84,True,443,"47.95.37.84,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) WebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",1873433027
18.223.155.112,True,443,"18.223.155.112,/match",/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; MATBJS),684433648
35.174.172.215,True,443,"icollegetutor.live,/preload",/user,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",318005844
78.128.113.14,True,443,"78.128.113.14,/updates.rss",/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1),305419896
149.28.20.245,True,443,"149.28.20.245,/search/",/Search/,"Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",305419896
74.118.138.144,True,443,"geotry.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
176.123.8.39,True,443,"agturnfa.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books",/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
38.132.99.215,True,443,"rackspare-technology.download,/c/msdownload/update/others/2020/10/29136388_",/c/msdownload/update/others/2020/10/28986731_,Windows-Update-Agent/10.0.10011.16384 Client-Protocol/1.40,1580103814
185.158.248.116,True,443,"185.158.248.116,/updates.rss",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUSMSE),305419896
45.33.6.203,True,443,"lsass.services,/idle/1376547834/1",/send/1376547834/,Shockwave Flash,0
108.177.235.148,True,443,"108.177.235.148,/c/msdownload/update/others/2016/12/29136388_",/c/msdownload/update/others/2016/12/3215234_,Windows-Update-Agent/10.0.10011.16384 Client-Protocol/1.40,1580103814
103.39.18.180,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
158.247.195.247,True,443,"158.247.195.247,/IE9CompatViewList.xml",/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),305419896
18.222.163.48,True,443,"benchtop-router.com,/rw",/ky,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960F Build/R16NW) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202",1301025612
51.75.255.125,True,443,"51.75.255.125,/scs/mail-static/js/",/mail/u/_/1/,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1582508172
139.162.76.207,True,443,"banweb.cityu.dev,/core/wp-includes/pol.php,cc12234.cityu.dev,/core/wp-includes/pol.php,lb23311.cityu.dev,/core/wp-includes/pol.php",/modules/mod_search.php,Mozilla/6.0 (Windows; U; MSIE 7.0; Windows NT 6.0) Java/1.5.0_08,1873433027
202.182.101.162,True,443,"202.182.101.162,/IE9CompatViewList.xml",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MANM),305419896
18.198.25.178,True,443,"vit.barersquare.com,/_/scs/mail-static/_/js/",/mail/u/0/,"Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",2019172119
134.209.200.91,True,443,"134.209.200.91,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36",1873433027
162.248.210.234,True,443,"wavetips.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
173.254.235.9,True,443,"lenview.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
103.39.18.172,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
74.118.138.25,True,443,"domways.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
157.230.81.209,True,443,"software-download.office.microsoft.com,/updates",/notification,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1398519427
139.224.164.192,True,443,"118.123.0.225,/api/getit,58.218.215.93,/api/getit,58.215.145.155,/api/getit,222.85.26.233,/api/getit,222.222.88.17,/api/getit",/api/postit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.0),1711276032
134.209.5.246,True,443,"134.209.5.246,/visit.js",/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),1584151116
106.55.153.204,True,443,"106.55.153.204,/en_US/all.js",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;SVSE),0
95.217.197.78,True,443,"oomdatacollect.global.ssl.fastly.net,/pixel.gif",/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),0
185.162.235.35,True,443,"185.162.235.35,/fwlink",/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),16777216
51.195.35.0,True,443,"51.195.35.0,/dpixel",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; Avant Browser),305419896
18.193.138.37,True,443,"vit.barersquare.com,/_/scs/mail-static/_/js/",/mail/u/0/,"Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",2019172119
217.12.208.31,True,443,"217.12.208.31,/questions/32251816/c-sharp-directives-compilation-error",/questions/32251817/c-sharp-directives-compilation-error,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36",305419896
35.192.90.50,True,443,"recovery.healthfitconnection.com,/ticket",/wwwboard,"Mozilla/5.0 (Linux; Android 6.0; HTC One X10 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0",262465763
23.106.160.152,True,443,"lookzero.com,/us/ky/louisville/312-s-fourth-st.html,cityfar.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
195.123.222.43,True,443,"duskeducate.com,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,0
174.129.144.179,True,443,"174.129.144.179,/fwlink",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MANM),0
91.229.23.63,True,443,"146.0.72.91,/j.ad,91.229.23.63,/updates.rss",/submit.php,Mozilla/4.0 (compatible; MSIE 5.0; Windows NT; DigExt; DTS Agent,0
128.199.7.196,True,443,"www.nytimes.com,/v2/preferences,nytimes.com,/v1/preferences",/api/v1/survey/embed,Microsoft BITS/7.8,2129510396
192.184.35.222,True,443,"exrap.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
20.36.203.162,True,443,"20.36.203.162,/fwlink",/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch),1305001539
103.39.18.164,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
46.166.128.234,True,443,"46.166.128.234,/__utm.gif",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; MANM),352733121
172.96.160.218,True,443,"lenview.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
104.247.196.170,True,443,"clubuz.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
76.19.180.185,True,443,"software-download.microsoft.com,/CWoNaJLBo/VTNeWw11212/,download.visualstudio.microsoft.com,/CWoNaJLBo/VTNeWw11212/,mscrl.microsoft.com ,/CWoNaJLBo/VTNeWw11212/",/CWoNaJLBo/VTNeWw11213/,Mozilla/4.0 (compatible; MSIE 6.0;Windows NT 5.1),1921608705
139.60.162.19,True,443,"139.60.162.19,/pixel.gif",/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0; .NET CLR 2.0.50727),16777216
104.131.210.108,True,443,"mobilecdnprod.azureedge.net,/__utm.gif",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1596750723
5.189.184.60,True,443,"5.189.184.60,/skin",/RELEASE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",305419896
47.56.144.122,True,443,"47.56.144.122,/visit.js",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP08; MAAU; NP08),305419896
23.106.160.37,True,443,"chasmlance.com,/es",/copyright,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",0
23.106.215.32,True,443,"contedge.net,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,0
123.57.90.172,True,443,"123.57.90.172,/match",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC),305419896
45.33.27.73,True,443,"45.33.27.73,/en_US/all.js",/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.1),1833616007
104.131.88.156,True,443,"wepay.com,/en-us/store/api/checkproductinwishlist",/u/0/_/og/botguard/get,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1787340055
172.241.27.244,True,443,"matesmapizza.com,/ptj",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP06),1580103814
47.242.41.171,True,443,"cdn.sogou-update.com,/mg.css",/modcp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",305419896
103.39.18.176,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
39.108.159.100,True,443,"118.123.241.219,/coupon/centerpage,221.15.65.171,/coupon/centerpage,58.218.215.142,/coupon/centerpage,61.168.100.230,/coupon/centerpage,221.15.64.231,/coupon/centerpage,124.95.157.159,/coupon/centerpage,122.225.34.201,/coupon/centerpage",/shop/it11em.php,Mozilla/5.0 (Windows NT 10.0; rv:24.0) AppleWebKit/537.36 Firefox/24.0,1711276032
52.156.65.179,True,443,"ebanking.maiwandbank.net,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,0
15.188.88.72,True,443,"tmestoragetest.azureedge.net,/obj_",/upload,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",1180042857
179.43.156.87,True,443,"cloudfrontapis.net,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
172.82.148.202,True,443,"resnote.com,/us/ky/louisville/312-s-fourth-st.html,172.82.148.202,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
31.44.184.73,True,443,"31.44.184.73,/dot.gif",/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0),0
104.243.41.123,True,443,"cuphq.com,/visit.js,104.243.41.123,/fwlink",/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; Avant Browser),0
106.15.197.67,True,443,"106.15.197.67,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,305419896
103.39.18.187,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
38.100.141.131,True,443,"ecnads1.msn.com,/api2/json/access/ticket",/gp/aw/ybh/handlers,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,385211474
52.59.229.56,True,443,"vit.barersquare.com,/_/scs/mail-static/_/js/",/mail/u/0/,"Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",2019172119
23.106.160.133,True,443,"rollfx.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
195.123.208.180,True,443,"provedauto.com,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,555758901
202.61.87.136,True,443,"202.61.87.136,/visit.js",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),1873433027
182.92.122.148,True,443,"182.92.122.148,/ga.js",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; yie9),305419896
165.227.85.160,True,443,"165.227.85.160,/__utm.gif",/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),305419896
91.229.77.41,True,443,"hsadts.global.ssl.fastly.net,/visit.js",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0; LG; LG-E906),0
79.141.160.21,True,443,"zerocdn.net,/static/fetch.umd.min.js",/submit/analytics/fetch.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.89 Safari/537.36",0
54.214.197.200,True,443,"pnwcontent-delivery.com,/updates.rss",/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),775423106
149.28.95.180,True,443,"149.28.95.180,/en_US/all.js",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MAAU),1873433027
162.244.81.253,True,443,"assets.outlook.com,/go.html",/today.html,"Microsoft Office/16.0 (Microsoft Outlook 16.0.12329; Pro), Mozilla/4.0 (compatible; ms-office; MSOffice 16)",555758901
142.93.152.156,True,443,"onrnicrosoft.com,/thisisnotevil.gif",/send,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",1524766813
98.142.143.100,True,443,"d3kgm44zuz83i3.cloudfront.net,/access/",/radio/xmlrpc/v35,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",305419896
213.252.247.66,True,443,"xe.kinhgfderthjertfvgyhjhgfdsd.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,re.kinhgfderthjertfvgyhjhgfdsd.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books",/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
23.106.160.195,True,443,"topevi.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
3.139.231.113,True,443,"3.139.231.113,/ky",/lv,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.111 Safari/537.36",743840870
31.187.64.199,True,443,"d30qpb9e10re4o.cloudfront.net,/gen_204eiT6EX_r4F3fqwHI9boDg,dzep7n1lqmr18.cloudfront.net,/gen_204eiT6EX_r4F3fqwHI9boDg,d2qbce1fkipgyc.cloudfront.net,/gen_204eiT6EX_r4F3fqwHI9boDg,nix1.xyz,/gen_204eiT6EX_r4F3fqwHI9boDg",/_/VisualFrontendUi/data/batchexecute,Mozilla/5.0 (Macintosh; Intel Mac OS X 15.0;) Gecko/20100101 Firefox/637.0,0
103.39.18.186,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
3.231.164.70,True,443,"k8s.containerkubernetes.com,/mk",/br,"Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; Microsoft; RM-1152) AppleWebKit/537.36 (KHTML, like Gecko)",414736636
155.138.164.216,True,443,"chmowd.xyz,/MicrosoftUpdate/ShellEx/KB242742/default.aspx",/MicrosoftUpdate/GetUpdate/KB,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; Xbox),305419896
13.211.255.53,True,443,"ec2-13-211-255-53.ap-southeast-2.compute.amazonaws.com,/oscp/,ec2-54-253-227-154.ap-southeast-2.compute.amazonaws.com,/oscp/",/oscp/a/,Microsoft-CryptoAPI/6.1,105224470
185.227.82.66,True,443,"185.227.82.66,/push",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUSMSCOM),305419896
103.39.18.168,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
104.194.10.55,True,443,"inksim.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
103.39.18.163,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
45.32.52.188,True,443,"45.32.52.188,/settings",/collect/v1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",1873433027
54.174.1.56,True,443,"917373240,/jquery-3.3.1.min.js,74736b2d677265656e656e657267792e636f6d,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,305419896
34.67.206.111,True,443,"cnn.com,/index.html",/secure/upload,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,2011934969
45.58.116.242,True,443,"withfix.com,/us/ky/louisville/312-s-fourth-st.html",/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
8.210.253.122,True,443,"8.210.253.122,/IE9CompatViewList.xml",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; ; NCLIENT50_AAPCDA5841E333),305419896
156.226.191.238,True,443,"156.226.191.234,/_/scs/mail-static/_/js/,djiqowenlsakdj.com,/_/scs/mail-static/_/js/",/mail/u/0/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALCJS),305419896
3.135.47.125,True,443,"DailyHealthGuide.org,/jquery-3.3.1.min.js",/jquery-3.3.2.min.js,Mozilla/5.0 (Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko,733920388
129.28.201.96,True,443,"129.28.201.96,/geo/collect/v1",/collect/v1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0;) like Gecko,305419896
144.217.207.21,True,443,"52.188.209.63,/cm",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; FunWebProducts; IE0006_ver1;EN_GB),555758901
134.209.92.85,True,443,"134.209.92.85,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books",/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,431177299
5.2.67.9,True,443,"az.360footwears.com,/tab_home,sx.360footwears.com,/dz,dc.360footwears.com,/tab_home",/modules,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0",0
103.73.97.119,True,443,"103.73.97.119,/updates",/aero1/fly.json,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,1873433027
194.124.66.203,True,443,"googleanalysis.cf,/j.ad",/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),0
62.236.206.5,True,443,"62.236.206.5,/cx",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENXA),829629313
103.114.162.7,True,443,"62.236.206.5,/cx",/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENXA),829629313
159.89.13.234,True,443,"yelp.com,/wp-includes/js/script/indigo-migrate",/api2/json/check/ticket,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1475251412
77.123.155.74,True,443,"77.123.155.74,/owa/",/OWA/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",305419896
